# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JOEDHDHP_04185      K06213   95.33  200.8   9.3e-60 magnesium transporter
* JOEDHDHP_04186      K01644  132.50  340.0  7.8e-102 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
* JOEDHDHP_04188      K10236  326.43  423.4    4e-127 trehalose/maltose transport system substrate-binding protein
* JOEDHDHP_04189      K10237  368.67  459.2  3.6e-138 trehalose/maltose transport system permease protein
* JOEDHDHP_04190      K10238  302.00  366.7  2.4e-110 trehalose/maltose transport system permease protein
* JOEDHDHP_04190      K02026  270.63  285.5   1.8e-85 multiple sugar transport system permease protein
* JOEDHDHP_04191      K10112  543.20  584.7    8e-176 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
* JOEDHDHP_04191      K13464   33.13   51.5   1.8e-14 jasmonate ZIM domain-containing protein
* JOEDHDHP_04194      K07096   81.57  127.5   1.5e-37 uncharacterized protein
* JOEDHDHP_04197      K03284  163.83  397.5  2.2e-119 magnesium transporter
* JOEDHDHP_04198      K07053  240.77  312.4   1.8e-93 3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]
* JOEDHDHP_04199      K05595   71.00  158.0   8.3e-47 multiple antibiotic resistance protein
* JOEDHDHP_04202      K05846  176.50  249.1   2.8e-74 osmoprotectant transport system permease protein
* JOEDHDHP_04203      K05846  176.50  200.4   1.6e-59 osmoprotectant transport system permease protein
* JOEDHDHP_04204      K05847  362.23  491.0  1.9e-147 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
* JOEDHDHP_04205      K05845  105.73  357.3  4.4e-107 osmoprotectant transport system substrate-binding protein
* JOEDHDHP_04206      K05845  105.73  186.2     3e-55 osmoprotectant transport system substrate-binding protein
* JOEDHDHP_04213      K00874  238.70  347.0  8.5e-104 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
* JOEDHDHP_04215      K06015  225.00  693.7    1e-208 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* JOEDHDHP_04216      K01625  190.93  248.1   5.7e-74 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
* JOEDHDHP_04217      K03299   77.47  539.9  2.6e-162 gluconate:H+ symporter, GntP family
* JOEDHDHP_04221      K07032   75.30  126.8   2.9e-37 uncharacterized protein
* JOEDHDHP_04222      K03088  101.03  162.2   6.1e-48 RNA polymerase sigma-70 factor, ECF subfamily
* JOEDHDHP_04223      K07816   96.33  127.3   2.7e-37 GTP pyrophosphokinase [EC:2.7.6.5]
* JOEDHDHP_04225      K00380  530.27  530.4  2.4e-159 sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]
* JOEDHDHP_04227      K03581  246.83  537.1  2.2e-161 exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]
* JOEDHDHP_04228      K03582  481.23 1023.4         0 exodeoxyribonuclease V beta subunit [EC:3.1.11.5]
* JOEDHDHP_04229      K03583  171.57  975.2  1.9e-293 exodeoxyribonuclease V gamma subunit [EC:3.1.11.5]
* JOEDHDHP_04238      K00528  322.80  462.7  6.8e-139 ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]
* JOEDHDHP_04242      K13464   33.13   34.1   3.5e-09 jasmonate ZIM domain-containing protein
* JOEDHDHP_04243      K03748  115.20  190.5   1.3e-56 SanA protein
* JOEDHDHP_04252      K03975   61.80  124.2   1.6e-36 membrane-associated protein
* JOEDHDHP_04255      K04095   36.47   95.4   1.1e-27 cell filamentation protein, protein adenylyltransferase [EC:2.7.7.108]
* JOEDHDHP_04260      K22419  238.53  251.0   7.2e-75 Delta4-3-oxosteroid 5beta-reductase [EC:1.3.1.3]
* JOEDHDHP_04261      K03761  452.47  512.2  4.6e-154 MFS transporter, MHS family, alpha-ketoglutarate permease
* JOEDHDHP_04266      K19969  404.50  519.9  1.2e-156 2-epi-5-epi-valiolone synthase [EC:4.2.3.152]
* JOEDHDHP_04274      K19270  222.40  256.8   8.2e-77 mannitol-1-/sugar-/sorbitol-6-phosphatase [EC:3.1.3.22 3.1.3.23 3.1.3.50]
* JOEDHDHP_04275      K19979  285.87  351.3  1.4e-105 2-epi-5-epi-valiolone 7-kinase [EC:2.7.1.188]
* JOEDHDHP_04276      K20424  269.83  459.8  3.2e-138 2-epi-valiolone-7-phosphate 1-reductase [EC:1.1.1.-]
* JOEDHDHP_04283      K21885  100.80  167.5   7.8e-50 ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
* JOEDHDHP_04286      K01644  132.50  272.0   3.4e-81 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
* JOEDHDHP_04287      K00249  376.40  397.3  3.2e-119 acyl-CoA dehydrogenase [EC:1.3.8.7]
* JOEDHDHP_04290      K18290  167.77  221.8     1e-66 itaconyl-CoA hydratase [EC:4.2.1.56]
* JOEDHDHP_04292      K01473  687.37  889.4  9.6e-268 N-methylhydantoinase A [EC:3.5.2.14]
* JOEDHDHP_04293      K01474  605.27  616.7  1.4e-185 N-methylhydantoinase B [EC:3.5.2.14]
* JOEDHDHP_04296      K02049  350.07  374.9  2.6e-112 NitT/TauT family transport system ATP-binding protein
* JOEDHDHP_04296      K15555  329.90  349.8  5.3e-105 sulfonate transport system ATP-binding protein [EC:7.6.2.14]
* JOEDHDHP_04296      K13464   33.13   64.3   2.6e-18 jasmonate ZIM domain-containing protein
* JOEDHDHP_04297      K02050  144.10  158.4   7.8e-47 NitT/TauT family transport system permease protein
* JOEDHDHP_04298      K02050  144.10  147.8   1.3e-43 NitT/TauT family transport system permease protein
* JOEDHDHP_04302      K06877  288.40  339.8    1e-101 DEAD/DEAH box helicase domain-containing protein
* JOEDHDHP_04305      K00558  162.17  167.3   1.3e-49 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* JOEDHDHP_04306      K03496  128.87  175.2   8.1e-52 chromosome partitioning protein
* JOEDHDHP_04320      K02348  114.07  158.3   6.1e-47 ElaA protein
* JOEDHDHP_04328      K14520  577.67  885.5  4.9e-267 4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]
* JOEDHDHP_04331      K22108  142.40  153.9   1.5e-45 TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
* JOEDHDHP_04333      K00344  275.27  326.4   8.9e-98 NADPH:quinone reductase [EC:1.6.5.5]
* JOEDHDHP_04334      K04091  332.30  585.7  3.6e-176 alkanesulfonate monooxygenase [EC:1.14.14.5 1.14.14.34]
* JOEDHDHP_04335      K15553  189.47  245.8   2.9e-73 sulfonate transport system substrate-binding protein
* JOEDHDHP_04343      K03975   61.80  105.7   6.6e-31 membrane-associated protein
* JOEDHDHP_04349      K01259  130.83  336.6  1.1e-100 proline iminopeptidase [EC:3.4.11.5]
* JOEDHDHP_04352      K13633  257.20  366.3  5.5e-110 AraC family transcriptional regulator, transcriptional activator FtrA
* JOEDHDHP_04356      K03300  121.80  566.3  1.7e-170 citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family
* JOEDHDHP_04357      K17737  258.77  296.4   6.1e-89 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
* JOEDHDHP_04359      K00135  582.07  593.1  2.4e-178 succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
* JOEDHDHP_04361      K06994  249.07  511.6  1.1e-153 putative drug exporter of the RND superfamily
* JOEDHDHP_04363      K03918  365.43  520.4  7.6e-157 L-lysine 6-transaminase [EC:2.6.1.36]
* JOEDHDHP_04364      K05375   29.57  106.3   4.6e-31 MbtH protein
* JOEDHDHP_04382      K13889  424.80  527.4  1.4e-158 glutathione transport system substrate-binding protein
* JOEDHDHP_04382      K02035  253.17  256.4   1.8e-76 peptide/nickel transport system substrate-binding protein
* JOEDHDHP_04383      K13892  901.53  951.9  5.8e-287 glutathione transport system ATP-binding protein
* JOEDHDHP_04383      K02031  428.13  847.1  2.5e-255 peptide/nickel transport system ATP-binding protein
* JOEDHDHP_04383      K02032  430.27  436.7    6e-131 peptide/nickel transport system ATP-binding protein
* JOEDHDHP_04383      K13464   33.13   69.6   6.2e-20 jasmonate ZIM domain-containing protein
* JOEDHDHP_04384      K13891  396.00  411.1  1.3e-123 glutathione transport system permease protein
* JOEDHDHP_04384      K02034  255.03  280.2   8.8e-84 peptide/nickel transport system permease protein
* JOEDHDHP_04385      K13890  371.23  402.7  3.2e-121 glutathione transport system permease protein
* JOEDHDHP_04385      K02033  270.00  281.2   4.1e-84 peptide/nickel transport system permease protein
* JOEDHDHP_04388      K27495  179.93  437.5  2.7e-131 D-arabinan endo alpha-(1,5)-arabinofuranosidase [EC:3.2.1.226]
* JOEDHDHP_04391      K01462   71.43  186.7   1.1e-55 peptide deformylase [EC:3.5.1.88]
* JOEDHDHP_04394      K00666  619.63  622.6  4.7e-187 fatty-acyl-CoA synthase [EC:6.2.1.-]
* JOEDHDHP_04397      K03701  364.00  859.0  1.7e-258 excinuclease ABC subunit A
* JOEDHDHP_04398      K25034  233.57  259.0   2.4e-77 cobalamin transport system substrate-binding protein
* JOEDHDHP_04398      K02016  150.37  186.3   3.7e-55 iron complex transport system substrate-binding protein
* JOEDHDHP_04405      K07402  114.13  324.2   6.3e-97 xanthine dehydrogenase accessory factor
* JOEDHDHP_04406      K09386   42.37  133.2   3.4e-39 uncharacterized protein
* JOEDHDHP_04408      K03520  865.20  960.5    2e-289 aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]
* JOEDHDHP_04409      K03519  254.80  299.2   1.6e-89 aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]
* JOEDHDHP_04410      K08369  361.93  515.3  5.3e-155 MFS transporter, putative metabolite:H+ symporter
* JOEDHDHP_04412      K18028  302.10  438.1  5.3e-132 2,5-dihydroxypyridine 5,6-dioxygenase [EC:1.13.11.9]
* JOEDHDHP_04416      K02529  271.43  318.3     3e-95 LacI family transcriptional regulator, galactose operon repressor
* JOEDHDHP_04418      K03457  167.93  223.0   1.6e-66 nucleobase:cation symporter-1, NCS1 family
* JOEDHDHP_04421      K00156  706.10  754.9  2.2e-227 pyruvate dehydrogenase (quinone) [EC:1.2.5.1]
* JOEDHDHP_04423      K05792  202.17  300.4   5.2e-90 tellurite resistance protein TerA
* JOEDHDHP_04424      K02346  376.03  398.3  1.6e-119 DNA polymerase IV [EC:2.7.7.7]
* JOEDHDHP_04427      K09807   92.50  107.4   2.9e-31 uncharacterized protein
* JOEDHDHP_04428      K09166   87.03  272.3   1.2e-81 uncharacterized protein
* JOEDHDHP_04430      K01990  272.97  340.3  6.9e-102 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_04432      K19702  276.87  306.5     1e-91 aminopeptidase S [EC:3.4.11.24]
* JOEDHDHP_04432      K19701  264.40  269.2   2.7e-80 aminopeptidase YwaD [EC:3.4.11.6 3.4.11.10]
* JOEDHDHP_04434      K00941  323.27  362.6  1.1e-108 hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
* JOEDHDHP_04435      K06975   42.53  103.3   5.2e-30 uncharacterized protein
* JOEDHDHP_04436      K06975   42.53   98.8   1.2e-28 uncharacterized protein
* JOEDHDHP_04438      K01142  223.13  318.1   2.8e-95 exodeoxyribonuclease III [EC:3.1.11.2]
* JOEDHDHP_04439      K22476   95.27  313.9   4.1e-94 N-acetylglutamate synthase [EC:2.3.1.1]
* JOEDHDHP_04440      K01462   71.43  199.0     2e-59 peptide deformylase [EC:3.5.1.88]
* JOEDHDHP_04443      K04565   87.60  102.9   7.5e-30 superoxide dismutase, Cu-Zn family [EC:1.15.1.1]
* JOEDHDHP_04444      K06048  105.13  448.1  1.2e-134 glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
* JOEDHDHP_04446      K05571  106.87  135.1   6.1e-40 multicomponent Na+:H+ antiporter subunit G
* JOEDHDHP_04447      K05570   81.20   90.1   3.5e-26 multicomponent Na+:H+ antiporter subunit F
* JOEDHDHP_04448      K05569  109.70  156.4   2.9e-46 multicomponent Na+:H+ antiporter subunit E
* JOEDHDHP_04449      K05568  393.20  616.8    9e-186 multicomponent Na+:H+ antiporter subunit D
* JOEDHDHP_04450      K05567  126.97  173.7   1.3e-51 multicomponent Na+:H+ antiporter subunit C
* JOEDHDHP_04451      K05565  672.20 1264.6         0 multicomponent Na+:H+ antiporter subunit A
* JOEDHDHP_04451      K05566   49.67  145.5   4.4e-43 multicomponent Na+:H+ antiporter subunit B
* JOEDHDHP_04455      K17103  127.03  237.7   6.1e-71 CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
* JOEDHDHP_04456      K01613   38.50   80.0   4.4e-23 phosphatidylserine decarboxylase [EC:4.1.1.65]
* JOEDHDHP_04460      K00384  325.97  373.2  4.4e-112 thioredoxin reductase (NADPH) [EC:1.8.1.9]
* JOEDHDHP_04463      K15620   52.90   59.7   8.1e-17 golgi phosphoprotein 3
* JOEDHDHP_04467      K02168  723.83  781.3  2.1e-235 choline/glycine/proline betaine transport protein
* JOEDHDHP_04468      K12132  232.80  281.8   2.2e-84 eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
* JOEDHDHP_04469      K11738  603.47  817.5  1.2e-246 L-asparagine permease
* JOEDHDHP_04470      K04077  143.00  820.5  2.2e-247 chaperonin GroEL [EC:5.6.1.7]
* JOEDHDHP_04474      K18382  417.43  551.3  1.9e-166 NAD+-dependent secondary alcohol dehydrogenase Adh1 [EC:1.1.1.-]
* JOEDHDHP_04476      K07045  140.83  144.0   2.1e-42 uncharacterized protein
* JOEDHDHP_04478      K01971  165.70  296.9   9.4e-89 bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
* JOEDHDHP_04479      K01940  144.70  378.5  2.7e-113 argininosuccinate synthase [EC:6.3.4.5]
* JOEDHDHP_04481      K01744  671.83  813.5  4.1e-245 aspartate ammonia-lyase [EC:4.3.1.1]
* JOEDHDHP_04482      K11738  603.47  798.4  7.1e-241 L-asparagine permease
* JOEDHDHP_04483      K01424   66.60  279.6   1.7e-83 L-asparaginase [EC:3.5.1.1]
* JOEDHDHP_04484      K07140  269.73  269.9   9.2e-81 MOSC domain-containing protein
* JOEDHDHP_04485      K08281  143.77  264.0   7.7e-79 nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
* JOEDHDHP_04487      K00036  378.50  443.5  5.2e-133 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
* JOEDHDHP_04490      K22468  282.00  498.5  5.6e-150 polyphosphate kinase [EC:2.7.4.34]
* JOEDHDHP_04494      K18851  171.87  386.5  3.7e-116 diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]
* JOEDHDHP_04495      K01322  503.77  611.2  1.1e-183 prolyl oligopeptidase [EC:3.4.21.26]
* JOEDHDHP_04496      K00382  465.43  572.7  2.5e-172 dihydrolipoyl dehydrogenase [EC:1.8.1.4]
* JOEDHDHP_04497      K02066   39.00  253.6   9.1e-76 phospholipid/cholesterol/gamma-HCH transport system permease protein
* JOEDHDHP_04498      K02066   39.00  240.4   8.8e-72 phospholipid/cholesterol/gamma-HCH transport system permease protein
* JOEDHDHP_04499      K02067   76.33   76.7   5.3e-22 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
* JOEDHDHP_04500      K02067   76.33  165.1   8.8e-49 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
* JOEDHDHP_04501      K02067   76.33  129.1   7.3e-38 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
* JOEDHDHP_04502      K02067   76.33  146.1   5.1e-43 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
* JOEDHDHP_04503      K02067   76.33  114.5   1.9e-33 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
* JOEDHDHP_04504      K02067   76.33  126.6   4.2e-37 phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
* JOEDHDHP_04505      K18481   39.43  110.2   4.7e-32 Mce-associated membrane protein
* JOEDHDHP_04510      K11963  290.77  298.3   9.5e-90 urea transport system ATP-binding protein
* JOEDHDHP_04511      K11962  342.20  408.0  2.5e-122 urea transport system ATP-binding protein
* JOEDHDHP_04511      K13464   33.13   36.6     6e-10 jasmonate ZIM domain-containing protein
* JOEDHDHP_04512      K11961  240.57  426.7  2.6e-128 urea transport system permease protein
* JOEDHDHP_04513      K11960  263.67  442.5  9.5e-133 urea transport system permease protein
* JOEDHDHP_04513      K01997  147.63  271.1   6.1e-81 branched-chain amino acid transport system permease protein
* JOEDHDHP_04514      K11959  270.63  590.2  8.7e-178 urea transport system substrate-binding protein
* JOEDHDHP_04514      K01999  163.03  208.6   6.3e-62 branched-chain amino acid transport system substrate-binding protein
* JOEDHDHP_04517      K10536   97.17  425.3  9.9e-128 agmatine deiminase [EC:3.5.3.12]
* JOEDHDHP_04518      K12251  346.73  361.8  1.4e-108 N-carbamoylputrescine amidase [EC:3.5.1.53]
* JOEDHDHP_04520      K07729   61.33   68.2   2.4e-19 putative transcriptional regulator
* JOEDHDHP_04524      K00276  550.67  712.9  1.8e-214 primary-amine oxidase [EC:1.4.3.21]
* JOEDHDHP_04527      K00116  212.77  628.0  4.4e-189 malate dehydrogenase (quinone) [EC:1.1.5.4]
* JOEDHDHP_04528      K05555  155.10  259.2   1.7e-77 cyclase [EC:4.-.-.-]
* JOEDHDHP_04530      K07110  511.90  697.0  4.9e-210 XRE family transcriptional regulator, fatty acid utilization regulator
* JOEDHDHP_04530      K21686  447.37  599.7  1.9e-180 XRE family transcriptional regulator, fatty acid utilization regulator
* JOEDHDHP_04533      K01637  203.77  698.9  2.6e-210 isocitrate/methylisocitrate lyase [EC:4.1.3.1 4.1.3.30]
* JOEDHDHP_04534      K00074  350.53  389.6  4.4e-117 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
* JOEDHDHP_04536      K13979  528.43  589.1  1.3e-177 alcohol dehydrogenase (NADP+) [EC:1.1.1.2]
* JOEDHDHP_04539      K25286  275.37  293.7   1.1e-87 iron-siderophore transport system substrate-binding protein
* JOEDHDHP_04540      K05520  158.37  284.5   2.9e-85 deglycase [EC:3.5.1.124]
* JOEDHDHP_04545      K16645   41.97  225.2   4.6e-67 heparin binding hemagglutinin HbhA
* JOEDHDHP_04548      K01433  203.60  416.7    4e-125 formyltetrahydrofolate deformylase [EC:3.5.1.10]
* JOEDHDHP_04550      K01619   37.43  269.6   9.7e-81 deoxyribose-phosphate aldolase [EC:4.1.2.4]
* JOEDHDHP_04552      K28189   84.47  124.6   2.1e-36 serine protein kinase TakA antitoxin
* JOEDHDHP_04557      K00075   85.70  379.7  4.1e-114 UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]
* JOEDHDHP_04558      K14952  265.80  773.1  4.8e-233 UDP-MurNAc hydroxylase
* JOEDHDHP_04562      K00433  196.17  209.4   3.2e-62 non-heme chloroperoxidase [EC:1.11.1.10]
* JOEDHDHP_04563      K15521  313.10  626.6  2.2e-188 D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]
* JOEDHDHP_04565      K24206  593.23  642.6  1.9e-193 uric acid transporter
* JOEDHDHP_04566      K07335  114.10  292.9   1.3e-87 basic membrane protein A and related proteins
* JOEDHDHP_04567      K23537  585.87  729.0  1.5e-219 general nucleoside transport system ATP-binding protein
* JOEDHDHP_04567      K13464   33.13   55.2   1.4e-15 jasmonate ZIM domain-containing protein
* JOEDHDHP_04568      K23535  233.37  432.6  7.5e-130 general nucleoside transport system permease protein
* JOEDHDHP_04569      K23536  183.00  394.6    1e-118 general nucleoside transport system permease protein
* JOEDHDHP_04570      K01904  549.80  636.6  2.2e-191 4-coumarate--CoA ligase [EC:6.2.1.12]
* JOEDHDHP_04571      K13693  125.07  390.3  4.9e-117 glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]
* JOEDHDHP_04572      K18851  171.87  384.1    2e-115 diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]
* JOEDHDHP_04581      K01834  145.57  367.2  3.4e-110 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
* JOEDHDHP_04582      K07768  345.90  482.8  3.1e-145 two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]
* JOEDHDHP_04583      K07776  324.07  391.8  4.2e-118 two-component system, OmpR family, response regulator RegX3
* JOEDHDHP_04583      K02483  242.83  266.2   1.2e-79 two-component system, OmpR family, response regulator
* JOEDHDHP_04584      K07482   67.20  478.9  5.1e-144 transposase, IS30 family
* JOEDHDHP_04586      K01524  164.03  283.9   8.5e-85 exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
* JOEDHDHP_04590      K00286  176.43  325.7   1.4e-97 pyrroline-5-carboxylate reductase [EC:1.5.1.2]
* JOEDHDHP_04595      K24217  181.80  264.0     4e-79 L-amino acid N-acyltransferase [EC:2.3.1.-]
* JOEDHDHP_04598      K01926   97.37  338.3  9.6e-102 redox-sensing transcriptional repressor
* JOEDHDHP_04599      K02492   68.90  551.3  9.6e-166 glutamyl-tRNA reductase [EC:1.2.1.70]
* JOEDHDHP_04600      K01749  109.93  380.4  3.5e-114 hydroxymethylbilane synthase [EC:2.5.1.61]
* JOEDHDHP_04602      K13542  393.70  713.1  1.3e-214 uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
* JOEDHDHP_04602      K01719   43.70  182.0     6e-54 uroporphyrinogen-III synthase [EC:4.2.1.75]
* JOEDHDHP_04603      K01698   57.23  526.3    2e-158 porphobilinogen synthase [EC:4.2.1.24]
* JOEDHDHP_04609      K21600   83.53  142.6   5.3e-42 CsoR family transcriptional regulator, copper-sensing transcriptional repressor
* JOEDHDHP_04613      K21430  209.93  283.2   1.1e-84 aldose sugar dehydrogenase [EC:1.1.5.-]
* JOEDHDHP_04614      K07130  114.23  147.5   1.2e-43 arylformamidase [EC:3.5.1.9]
* JOEDHDHP_04615      K00232  164.17  689.6  2.1e-207 acyl-CoA oxidase [EC:1.3.3.6]
* JOEDHDHP_04618      K00833  420.70  676.9  3.7e-204 adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]
* JOEDHDHP_04619      K00652  459.97  483.0    4e-145 8-amino-7-oxononanoate synthase [EC:2.3.1.47]
* JOEDHDHP_04620      K01935  122.50  222.7   2.4e-66 dethiobiotin synthetase [EC:6.3.3.3]
* JOEDHDHP_04622      K00275   32.63   37.0   8.5e-10 pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
* JOEDHDHP_04623      K01845  315.57  617.5  6.5e-186 glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]
* JOEDHDHP_04626      K06196  129.43  245.3   2.4e-73 cytochrome c-type biogenesis protein
* JOEDHDHP_04627      K07399   81.47  620.4  8.9e-187 cytochrome c biogenesis protein
* JOEDHDHP_04628      K02497   98.67  118.5   8.6e-35 HemX protein
* JOEDHDHP_04635      K01256  441.30  872.5  2.4e-262 aminopeptidase N [EC:3.4.11.2]
* JOEDHDHP_04642      K08972   33.70  144.6   1.3e-42 putative membrane protein
* JOEDHDHP_04643      K02548  210.60  383.5  2.5e-115 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]
* JOEDHDHP_04645      K22894  115.87  189.7   2.6e-56 SARP family transcriptional regulator, regulator of embCAB operon
* JOEDHDHP_04646      K25140  343.93  398.0  3.8e-120 daunorubicin/doxorubicin transport system permease protein
* JOEDHDHP_04647      K25141  458.90  509.5    1e-153 daunorubicin/doxorubicin transport system ATP-binding protein
* JOEDHDHP_04647      K01990  272.97  361.2  3.2e-108 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_04647      K13464   33.13   56.1   7.7e-16 jasmonate ZIM domain-containing protein
* JOEDHDHP_04652      K01990  272.97  389.6  8.1e-117 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_04652      K06889  120.23  125.4   8.9e-37 uncharacterized protein
* JOEDHDHP_04653      K01992   20.23   26.6   7.8e-07 ABC-2 type transport system permease protein
* JOEDHDHP_04655      K03702  305.47 1114.4         0 excinuclease ABC subunit B
* JOEDHDHP_04656      K09146   83.00  272.8   5.4e-82 uncharacterized protein
* JOEDHDHP_04657      K00859   54.77  270.0   7.9e-81 dephospho-CoA kinase [EC:2.7.1.24]
* JOEDHDHP_04659      K02945  147.27  558.5  4.8e-168 small subunit ribosomal protein S1
* JOEDHDHP_04661      K00052  422.13  424.6  2.4e-127 3-isopropylmalate dehydrogenase [EC:1.1.1.85]
* JOEDHDHP_04664      K13633  257.20  435.0  7.6e-131 AraC family transcriptional regulator, transcriptional activator FtrA
* JOEDHDHP_04665      K03671  115.17  116.1   7.5e-34 thioredoxin
* JOEDHDHP_04666      K02335  492.23 1094.6         0 DNA polymerase I [EC:2.7.7.7]
* JOEDHDHP_04667      K01997  147.63  330.7   5.7e-99 branched-chain amino acid transport system permease protein
* JOEDHDHP_04668      K01998  249.60  269.6   1.3e-80 branched-chain amino acid transport system permease protein
* JOEDHDHP_04669      K01995  318.60  387.8  3.6e-116 branched-chain amino acid transport system ATP-binding protein
* JOEDHDHP_04670      K01996  326.73  351.7  2.6e-105 branched-chain amino acid transport system ATP-binding protein
* JOEDHDHP_04670      K13464   33.13   67.0   3.7e-19 jasmonate ZIM domain-containing protein
* JOEDHDHP_04671      K01999  163.03  204.1   1.4e-60 branched-chain amino acid transport system substrate-binding protein
* JOEDHDHP_04672      K22010  145.00  293.5   4.9e-88 two-component system, response regulator PdtaR
* JOEDHDHP_04682      K00873   54.30  556.8  2.2e-167 pyruvate kinase [EC:2.7.1.40]
* JOEDHDHP_04683      K00266  532.73  626.2  2.7e-188 glutamate synthase (NADPH) small chain [EC:1.4.1.13]
* JOEDHDHP_04684      K00265 1952.37 2285.4         0 glutamate synthase (NADPH) large chain [EC:1.4.1.13]
* JOEDHDHP_04687      K13292   52.00  376.7  4.1e-113 phosphatidylglycerol---prolipoprotein diacylglyceryl transferase [EC:2.5.1.145]
* JOEDHDHP_04688      K01695   86.60  345.0  1.5e-103 tryptophan synthase alpha chain [EC:4.2.1.20]
* JOEDHDHP_04689      K01696  617.63  806.5  1.2e-242 tryptophan synthase beta chain [EC:4.2.1.20]
* JOEDHDHP_04690      K01609  314.17  360.7  4.4e-108 indole-3-glycerol phosphate synthase [EC:4.1.1.48]
* JOEDHDHP_04692      K01657  466.47  687.3  6.2e-207 anthranilate synthase component I [EC:4.1.3.27]
* JOEDHDHP_04693      K03564  156.03  193.9   1.2e-57 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
* JOEDHDHP_04695      K01496  189.30  211.6   5.3e-63 phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]
* JOEDHDHP_04696      K02500  329.00  442.2  4.2e-133 imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]
* JOEDHDHP_04698      K24017  295.33  411.2  6.5e-124 phosphoribosyl isomerase A [EC:5.3.1.16 5.3.1.24]
* JOEDHDHP_04700      K02501  236.87  285.3   1.6e-85 imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]
* JOEDHDHP_04702      K01693  296.37  301.2   1.4e-90 imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]
